label,r,poly_disc_abs,nfdisc_abs,scoring_disc,coeffs
24T101,4,51825357960910724165628615724094209140614375639689559295041325384313698777873682268160000000000000000000000000000000000000000000000000000000000000000000000,49685529502119277583400960000000000000000000000,nfdisc,"1600,0,0,0,0,0,0,0,0,0,0,0,-7920,0,0,0,0,0,0,0,0,0,0,0,1"
24T101,4,1028725277224878952715020365053542541177951107987723136321151520816723285908571901920087804366383908087902041392201487509304834773198527005241587754218404768292083363115687810196528527621163708946841600000000000000000000000000000000000000000000000000,4024527889671661484255477760000000000000000000000,nfdisc,"129600,0,4924800,0,17560800,0,-32184000,0,31806000,0,-20865600,0,7690320,0,-1761120,0,254700,0,-25800,0,1710,0,-60,0,1"
24T101,24,26454618715625495058270259679202549967319184620907150380745473668477839221352038400000000000000000000,11916307738073972854908518400000000000000000000,nfdisc,"4,0,-200,0,2792,0,-18200,0,64200,0,-128400,0,147400,0,-99540,0,39780,0,-9140,0,1112,0,-60,0,1"
24T101,24,70713195853093957571013086921532422787839118506918460276080786783494813215234724467393073085404581331881631821200839896764320528606254700953600000000000000000000,1046150473575767164216934400000000000000000000,nfdisc,"-4639,-40768,-66966,282800,781211,-667928,-2827906,660928,5029890,-325808,-4973006,176448,2829011,-96520,-958186,29840,196870,-4560,-24390,320,1751,-8,-66,0,1"
24T101,24,79643476303341193170133468775834298473311150334199569584678336355272903376798432269959898714721592251406867890648146524259019471014468231197425820360956132558271714164736000000000000000000000000000000,488091964951509928137052913664000000000000000000,nfdisc,"153592,-3458048,28468432,-105840672,174859608,-40948352,-263196576,313433104,1641596,-209124224,92269952,49726736,-42760248,-2298208,8849440,-1064320,-969474,221040,54516,-18752,-1090,760,-24,-12,1"
24T101,24,679866096316300326631231032883880766162446792882833507587598999243452592293057853946849466540331565139090074943218444654077322995951081290884576376407418124164808468070400000000000000000000000000000000000000000000,340341665307130738709042194022400000000000000000000,nfdisc,"1827904,0,-18982080,0,69811872,0,-126170720,0,127879040,0,-77807440,0,29378840,0,-6948680,0,1018880,0,-89660,0,4442,0,-110,0,1"
24T101,24,23739859165687425819903307603557270873478604031521377484239965756768910118506279468827123447614455359882115984234768101692413048397697846688520806590932479838736047564390400000000000000000000000000000000000000000000,29879103675797485977199863398400000000000000000000,nfdisc,"20820969,0,-144145170,0,371615283,0,-491354370,0,377582130,0,-179268810,0,54266555,0,-10584630,0,1319490,0,-102190,0,4643,0,-110,0,1"
24T101,24,131081942342812240101223221815285141369692404274273006454784651150382100140658325652732471790215271472703701511399143004102819738054908823682836167197399364416771824287998236251169751040000000000000000000000000000000000000000000000,13940394610980075057522368267157504000000000000000000,nfdisc,"-2033084,-3533552,47357024,128546928,-179497032,-938199648,-885032136,382720720,989579624,212546160,-389281784,-177635816,73037624,49480864,-7237144,-7306000,415034,637760,-20016,-33328,1238,968,-56,-12,1"
24T102,0,16884580504763231236959107801546454303996216657314439287477971902665709827628994934015119179896233918464000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,277188366757463669630706310170279936000000000000000000,nfdisc,"5184000000,0,0,0,0,0,0,0,0,0,0,0,-99000,0,0,0,0,0,0,0,0,0,0,0,1"
24T102,0,16884580504763231236959107801546454303996216657314439287477971902665709827628994934015119179896233918464000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,277188366757463669630706310170279936000000000000000000,nfdisc,"5184000000,0,0,0,0,0,0,0,0,0,0,0,99000,0,0,0,0,0,0,0,0,0,0,0,1"
24T102,0,251470073976651900195836841364696733520037120441478640297390561511080921052751635923715985635597873804556695498303966734652743878523457529626187132130856589600766524405271354673749120760727871181405197060244545359839639566724846199676862464000000000000000000000000000000000000000000,1971117274719741650707244872321990656000000000000000000,nfdisc,"8376016086,3177885960,-10898477100,-4127907096,5569785990,2657409120,-1579163688,-1376847720,545798655,386739792,-162056700,-59829840,32265270,5524200,-4310280,-246312,425655,-2160,-32048,720,1740,-24,-60,0,1"
24T102,0,344360701448973247722943667539038909194207790363552110748619105965275995243223868808358293093105924763218581337796426778392676381095999130372791340202512705803112432313745725355421461820170706879576318362548040662423234882128200881906265358336000000000000000000000000000000000000000000,17740055472477674856365203850897915904000000000000000000,nfdisc,"309080286,1417982760,1917051300,-90391896,-1300698810,263152800,714950712,-95233320,-139349025,-10064208,19851300,14425200,-1525130,-3605400,-54600,272088,113055,-10800,-18848,720,1500,-24,-60,0,1"
24T102,4,340730573195838307675225069435025435894681717330194876884597555238719389341178411719581127186574732308098144354876164732879086641288868263128979120160818886580819450751857699098173531150429831874735923478526403571474072717064115532547932047909173860539264061351890411161911296000000000000000000000000000000000000000000,277188366757463669630706310170279936000000000000000000,nfdisc,"-17273247839,-9746866800,-9888907500,11842312104,7172391300,8497134000,-657616788,-81680400,-1182537750,-88943208,-186478200,-22653000,-12810130,-4399200,2124000,-519912,187800,-27000,-3348,0,-750,-24,0,0,1"
24T102,4,4149609492979039011717645211915491743879835358386544541820489348388901854886766781531555830554681789066818275400279818085382495577654833401936134269145770801410265049015608556092551283764159792401454338518821841937359634485816387840512649376011589456989028294566844569311248384000000000000000000000000000000000000000000,30798707417495963292300701130031104000000000000000000,nfdisc,"22405124961,41044352400,9112329900,-27517899096,-5210235900,11384848080,2164761612,-512470800,-736392330,-231340008,247393800,18903240,-7722530,-2901600,-1357920,516888,161400,-24840,3852,0,-690,-24,0,0,1"
24T102,24,65801286473218730496275140934033283804633038022964429945317260037722765099492345011440806963959632814722084944170671050412851225595130729999857504667288853100718829948715185072506802512756746121997145611650179540003896426496000000000000000000,2172386638599866187866471420571129691844445732864000000000000,nfdisc,"30783025,423561600,655967700,-3849058800,-14116791696,-15498130320,-58018332,11425885920,5199882963,-3123558000,-2431628088,408409920,551427352,-23792400,-74480184,188640,6274707,29520,-323820,-720,9768,0,-156,0,1"
24T102,24,15432163461514787832652065295040087781644229815433969982971728214282982131658154829359499355020902808747646331104531607476552474216451681776646153631310143365974243797755230199687770275840000000000000000000000000000000000000000000000000000000000000000000000,1226255623486781537788691115107597024231424000000000000,nfdisc,"51222241,-486619200,544648644,4073246640,-12016402608,8536286160,6789504228,-10957407840,718307763,4635825840,-1406591832,-956836800,440202008,105794640,-67693752,-6323040,5977923,189360,-315132,-2160,9672,0,-156,0,1"
24T102,24,1872280408068850520206169968545379115331466475802282402633467634884370555104687399437806356583443449353026969817052501402808911023790670793380228334238391820223642133042562720497936187546382989959497580031604662783212658993659904000000000000000000000000000000,1226255623486781537788691115107597024231424000000000000,nfdisc,"-8167119,-118899072,275650668,3265195680,3102173832,-7491383232,-9842623868,4233418752,8218136163,-790687168,-3200284392,8569344,697832656,12438336,-90988824,-1303552,7233459,50112,-350548,-672,10056,0,-156,0,1"
24T102,24,65504172558011125470479557885315149964077505153646744895678818810619970315902298085892130460251368983369053076383040860821524618375439503986448564350255033342891448815288760239028368844033937861450676787975037497946856751227027591069943463936000000000000000000000000,9655051727110516390517650758093909741530869923840000000000,nfdisc,"29465657,5607264,-652018764,-530546608,3381475980,1969348176,-7138900092,-1432063584,5689896675,476479216,-2284639992,-90403200,524016208,10362000,-72605400,-694240,6186747,24336,-320972,-336,9732,0,-156,0,1"
24T102,24,15576380496137094611892010171139034091912061656442084417497972907915973163620788604870897782544547318113506349268803361851531509962111210743453414611943915639568226483307052304095075930161155081088603217146996722127796857244483584000000000000000000000000000000000000000000000000000000,86895465543994647514658856822845187673777829314560000000000,nfdisc,"-972815,34706880,10434972,-1194228928,1402215636,10597969248,-20573041772,-10662805248,32218062963,2069925248,-13440252648,40829568,2647737192,-46528704,-291773304,4947712,19102083,-221760,-748484,4416,16980,-32,-204,0,1"
24T102,24,89569333857070194944874994736256198962949164526663747034383454274653127315615923172152864024379958061287273259530161016613536845780045045655288438428350181346511395401483443283854234463125714948354835948806458303360656637420722336376647327280444296512143360000000000000000000000000000,241376293177762909762941268952347743538271748096000000000000,nfdisc,"-4180578519,-4431416400,50741435220,-26508365200,-122835540576,139271058000,39729865876,-106563592800,14713190787,32569636400,-9686594712,-5114620800,2096430392,449782800,-241083384,-22271200,16383243,576000,-672460,-6000,16152,0,-204,0,1"
24T103,4,3078314172450694863869162484697737646764013533090964642274031360134968955297711454529143635157631090334433241485632458755521917191218813420303962580674546571397948214037446656,143370492836490676478122779333886186881024,nfdisc,"-496,-6144,-24960,-44928,-96864,-449280,-711136,-585600,-655896,-375424,-185040,-160224,51488,-47232,54024,-7872,18729,-480,3884,0,510,0,36,0,1"
24T103,24,83275964400802371903285146140549992594237885032138746214221231617043888456745310060733144879818052194748339843908399715642125234835015222975434866546396258806869438554423378649239276751130772440580185989015741867200892995592724864688751797862400000000,27997021970308289104432142552328086383885176291721216,nfdisc,"1273249,46911296,311553056,534519416,-663433356,-2089833064,181088732,2641888824,523927090,-1527621920,-504674432,444378008,183132158,-70070752,-34039396,6163152,3569707,-295584,-216972,7040,7498,-64,-136,0,1"
24T104,4,9704348391249018989197257008787698296741682668476029879242252278332749476401757116622718656261216600009474048,11188186607572508208626560435749082103808,nfdisc,"2,0,0,0,0,0,-800,0,0,0,0,0,-636,0,0,0,0,0,-24,0,0,0,0,0,1"
24T104,4,2001401309317473852754440698736162703105293676522573390407706188838627191033453005888620012516048927235054806656676595348468065158371176835654515092218707968,906243115213373164898751395295675650408448,nfdisc,"162,0,-2592,0,6480,0,9504,0,-32616,0,-36720,0,-1404,0,8640,0,2592,0,-72,0,-72,0,0,0,1"
24T104,24,62560398816225519794020731355248323484175778019112393962386494917077856808901595509907025078434195730646439072876000150838190284884830391890014320003097790743742122892101334720018515511499855085775704017981993574444480593920000000000000000,2363927059649757024707615089747126680289280000000000000000,nfdisc,"-112048,-4320320,-40199792,-14381280,612513424,-487942240,-1212638920,962600080,1079772508,-708445960,-537963824,254557240,159977729,-48832380,-28751963,5097140,3094546,-281220,-195031,7640,6982,-80,-131,0,1"
24T104,24,459776951032032643170748153714976403378998700788178742784469329471355285577557632636012339559329221680885874229831978035280996504753592106793505781456817122613825050636375377614107953328543540213887493742721497505060986968765935015853534986635597642387349831680000000000000000,67516120750656710382674194578267685115742126080000000000000000,nfdisc,"8980492352,0,-37303583616,0,59821238256,0,-48596644720,0,22781596028,0,-6587896032,0,1213109001,0,-143563351,0,10810266,0,-501823,0,13498,0,-187,0,1"
24T105,0,112732785638858793529396176232169651061986540621016812002036400011678989460744291197643663419992906173719179571360236348635898031089358419014431731965050363052032,5945861078914941334900707904534927942329827328,nfdisc,"10368,0,0,0,5184,0,0,0,15876,0,0,0,2736,0,0,0,756,0,0,0,72,0,0,0,1"
24T105,4,112732785638858793529396176232169651061986540621016812002036400011678989460744291197643663419992906173719179571360236348635898031089358419014431731965050363052032,5945861078914941334900707904534927942329827328,nfdisc,"10368,0,0,0,-5184,0,0,0,15876,0,0,0,-2736,0,0,0,756,0,0,0,-72,0,0,0,1"
24T105,24,11813046106846184637895321245723433524397526799600633748320333771909370389664505775120726304482635019443447769975560152083323278656899878454434527872757345793461734305186378335035197108021605760347443349595257566224763350813123049690176942298870919628637339648,917406415923062017374032447154686734627149456727120805888,nfdisc,"-18942961,239740776,-171262356,-1657919296,2027846614,3451967024,-5482055584,-2242944792,5663205493,-123470160,-2421600060,314912312,563854138,-78474352,-79647652,8396784,6915940,-423192,-355404,9944,10408,-88,-160,0,1"
24T105,24,7048513058427323629086987892563626553282974890329091258125518060530814818520063252081823454986800775101368029858896030074598162950042958784374564656172402301609495518864054914480816327802042089216096710066847974204288663960293200663609882536957337596766045075357992747008,265130454201764923021095377227704466307246192994137912901632,nfdisc,"3773503,176477224,1989220556,5286302208,-1082485594,-11958156496,-3193177376,10245070440,4172887525,-4360226640,-2079973020,1006081208,531903994,-132672496,-77408164,10170864,6691588,-442200,-345132,9944,10264,-88,-160,0,1"
24T106,0,100986773236328989735029611127976927335691071945590130355782454310826165380555315957956988462300875120086564688962195126382205720184375131950677931066014094234811891712,73405692332283226356798863018949727683084288,nfdisc,"674,-5088,10848,-272,48240,-269760,125024,425088,150045,-379696,-483504,182352,432804,-45216,-201744,5472,55740,-240,-9360,0,924,0,-48,0,1"
24T106,0,1082203603533192649401660681176995766677646790372430012610145328984088370666644362793871252467487697751728399081502486855429300392609429208749758383460649624949595410792448,73405692332283226356798863018949727683084288,nfdisc,"114,2592,13920,-39440,51096,-76608,-120864,195840,446637,-286384,-628080,173520,476324,-45216,-215568,5472,59964,-240,-9936,0,948,0,-48,0,1"
24T106,24,664772141404366007478216108698734522023338127919788004072155633516904231009565645376601176102093066535926962647103468459299323169322613333954927507654802757391045933415016128810029166594222493715845783153254366477718152310744320617747355698262037328111111141179560872153149444456448,2204657705209094927852978102014175100104746262360752128,nfdisc,"319841236,11371990080,-4313423416,-53842919664,-3949370528,78219676752,15664152112,-51486318960,-11492116328,18292355544,3655330520,-3879658632,-597722036,520864368,52328980,-45195192,-2190683,2506164,7934,-84792,2860,1572,-98,-12,1"
24T106,24,24891497433828413979614855060041849305049344868830271551230915026391328422377213972126452834931848901027487260685342913045965710928015226048315714661360662694722466586279943759809682118062788754843718189753825468514728268368047688660651082290006888323552870445086744720549647485419530928615143104846692876288,372587152180337042807153299240395591917702118338967109632,nfdisc,"-5681324,55044048,3341759752,-28649892624,-65140727904,85197650352,104565458416,-85079302416,-62669452568,39229959000,17139922280,-9779441976,-2327828356,1386435144,155021908,-114163224,-3805643,5480112,-88770,-149184,7180,2112,-146,-12,1"
24T107,0,1460064184542302800195588729981652895429303674523157892282268396549730205544884242515015260402665910092501854310406234045176623046409095560345837838140806047935586369536,3250899544896744174856962046804471852468833091584,nfdisc,"17496,0,0,0,0,0,-21600,0,0,0,0,0,16920,0,0,0,0,0,240,0,0,0,0,0,1"
24T107,0,1460064184542302800195588729981652895429303674523157892282268396549730205544884242515015260402665910092501854310406234045176623046409095560345837838140806047935586369536,3250899544896744174856962046804471852468833091584,nfdisc,"17496,0,0,0,0,0,21600,0,0,0,0,0,16920,0,0,0,0,0,-240,0,0,0,0,0,1"
24T107,24,480808169425809055221435987885762433322473458273391974498557710084279653642846672413788696797631741337280630638531419711626929917263319083969232512908962495552385389166592000000000000000000000000000000000,7838781695835127736441362960080227267719987200000000000,nfdisc,"768000,0,-11059200,0,49950720,0,-101541888,0,111144960,0,-71036928,0,27398016,0,-6425856,0,911424,0,-76992,0,3744,0,-96,0,1"
24T107,24,1851024468473181884424505672139634180478216099925453981119981480847345981144585524873149141014015321449384809428366131200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7838781695835127736441362960080227267719987200000000000,nfdisc,"30000000,0,-172800000,0,391680000,0,-466848000,0,329184000,0,-146004480,0,42073056,0,-7977600,0,990336,0,-78432,0,3744,0,-96,0,1"
24T108,0,329582246881003207610897136354047390378515807268305871436048925921598581880731651183560683174908540694466681335636351726496920794190677648684716780322549877332146311454686969856,143370492836490676478122779333886186881024,nfdisc,"4224,36864,104448,148480,271104,52992,110848,39168,-221040,18176,50688,-64992,66440,42288,-55752,-12544,20433,1776,-4340,-96,546,0,-36,0,1"
24T108,24,1870320612211696026624339593829785845611620039342617896211120697957629818303392130962638524156896517501344690296264720909471300727145191089876810503701209419600040773839961718440177163373292922722564641959869513990144,8091139349419095551180889197622816964942815948307431424,nfdisc,"698055,-19923592,-46532288,121740536,258499682,-218248992,-469259568,184308832,418249639,-82923280,-212200832,20225648,65361780,-2527968,-12567968,133280,1518769,-136,-113216,-136,4930,0,-112,0,1"
24T109,0,16883101271770585562014757284730162315476445722711432140252804496108520562017587683259878835447118152282104504530123685393345628833343371413497236070375924358269920218904977481604735928819348645092184510450978333800416705559631115583488,9913284142684066494176138583105729433273317120278528,nfdisc,"96768914,-56201472,413381904,-126567952,751197864,-115719808,786678080,-47717184,520959069,-6726656,224491160,951008,63449964,376960,11704168,32064,1384972,512,101928,-16,4444,0,104,0,1"
24T109,0,58724312842583881673243194519669037487113626803146972014372830405759690385565202002613037060782961524221916802131281621295285605398139658253254811962782377784877522546364110827811399775274460898751360291011400318768323430663336285665316831232,9913284142684066494176138583105729433273317120278528,nfdisc,"6180354,-14741760,42807824,-64398608,93328768,-107990144,312284416,-57748032,357855533,-9958400,196612536,688096,61216876,375424,11615848,32320,1376812,512,101128,-16,4420,0,104,0,1"
24T109,24,51008410876188507946795160545327249615592075181544648548103754692970957574139705820061512199623099043874047769719722673851580802957455669866836175160194445137094362213831668003773518010483245185639162802112834588736259437506345354395648,2149208889689447255782423693118560756312935486269161472,nfdisc,"-25510247,-82329368,143119508,612269328,-145977328,-1501684624,-151998404,1700773272,375283336,-998495256,-284324760,322467992,107790958,-58235584,-22334428,5808528,2591701,-311520,-170784,8360,6340,-88,-124,0,1"
24T109,24,29419803027781683946984604196215508191048269818274838971281574520220342401118319553959780186863509541107719775129821045292036868695573039547729543931101224239405047574477222321631301761191569738883142743499772130359980779338265779573473439723998405295836198445514752,621121369120250256921120447311264058574438355531787665408,nfdisc,"410338673,0,-3668910488,0,9037640368,0,-10449577612,0,6684318570,0,-2524633484,0,575385536,0,-79365588,0,6652533,0,-336632,0,9936,0,-156,0,1"
24T110,2,125562125747984065133768999953824148201930752,125562125747984065133768999953824148201930752,nfdisc,"-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
24T110,2,171627563130478133730438004562730631381350151855480967313746958526261379000600527765696112843590843939508816872369815552,125562125747984065133768999953824148201930752,nfdisc,"-3,0,0,0,0,0,0,0,0,0,0,0,-4680,0,0,0,0,0,0,0,0,0,0,0,1"
24T110,24,278105815970119156328898650356334769151431095140831407774328118820308133057220491515005277997029433540764570062012276555544050330667622427640316391458990981120000000000000000000000000000000000,182305008998223211260633823819333632000000000000000000,nfdisc,"108300,0,-1728000,0,9385200,0,-24090960,0,33261540,0,-26311440,0,12337428,0,-3500184,0,601011,0,-60912,0,3438,0,-96,0,1"
24T110,24,66830262106586113269421374319262297814961094809616147747537043435561915548604353351090768247961255573976485293137503564998340394106850200059334227644627880182284288000000000000000000000000000000000000000000000000,182305008998223211260633823819333632000000000000000000,nfdisc,"7500,0,-1116000,0,16977600,0,-55270320,0,76252740,0,-54637440,0,22328604,0,-5453976,0,808611,0,-71856,0,3654,0,-96,0,1"
24T111,0,4789048723339703891630610244341283891846284336994228271029717608584749186389777445499935066793050698962940089992782234975448889692984942663012800144695271577383715073277292112880617117112531409746388301498231975957294485703869325004770490202209614156071815694769889466122240000000000000000,21876601079786785351276058858320035840000000000000000,nfdisc,"10486724496,-22778392320,40732980288,-42408892160,46278566208,-35257526400,29962488768,-15537419520,11479793592,-3946511680,2898420288,-595333440,500182056,-53876640,58782432,-2851840,4619577,-81120,235932,-960,7458,0,132,0,1"
24T111,0,18844285621028012295513207603100272571639422837966230681872291441724705566623693516002238501229757796019532525482966755847075171533391235551943232152418755283495485822157310768554868362986101717540242653161983077060817908331214075827852150504436108850477725304859036411686094100052334133421015040000000000000000,1367287567486674084454753678645002240000000000000000,nfdisc,"1524586276,-571661760,-6174820848,2903103680,13874217240,-25831826880,23860777440,-12935094240,4601331228,-1221747840,529195296,-269366880,90454396,-12719040,1813776,-1224240,545961,-64560,3812,-1680,1272,-80,0,0,1"
24T111,24,62124126170883846463298119621332387853139997278639826926400914881525598471191467820249995794147494499065814070527808141168681629157106193629313876718317382755864320349794293596166097057223647958721554115505805959468274806061349701322471899136,560552970637827753252837129654558623410208934670969576882176,nfdisc,"12544,0,-790272,0,11059104,0,-51142672,0,104954913,0,-110147688,0,62216644,0,-18941832,0,3051174,0,-248920,0,9828,0,-168,0,1"
24T111,24,8995668432849997952192752436607327483430426984045730595528120646208370763760814752016521156452866918866376673612820447316688566998898648466464305733655972985157585914770687629603598703117889604654534856799770968482714187372922110449788991307776,35034560664864234578302320603409913963138058416935598555136,nfdisc,"12544,0,-1580544,0,19822656,0,-100001552,0,247881249,0,-308805840,0,178711624,0,-43150968,0,5124210,0,-321328,0,10584,0,-168,0,1"
24T112,0,28314286317067839872264248863210010705083987214171578625347269240614204799470199336897347584,1557425994840289699324242862081572864,nfdisc,"1,0,1530,0,18516,0,42452,0,56133,0,51678,0,34668,0,17118,0,6138,0,1538,0,252,0,24,0,1"
24T112,0,1168796152595486000273517555427412343579882942101234719835253266796033945496161825594179321856,1557425994840289699324242862081572864,nfdisc,"9,0,108,0,540,0,1674,0,3546,0,5130,0,5232,0,3798,0,1881,0,612,0,132,0,18,0,1"
24T112,0,1120775473366641433876381325992936686744699260757911714379210668808489911870807329379852885983389774334562604848474070683752778806428595057065984,99675263669778540756751543173220663296,nfdisc,"11881,0,98148,0,305886,0,533828,0,612543,0,490296,0,274740,0,106392,0,28119,0,4964,0,558,0,36,0,1"
24T112,0,1040835414472984578217729689839581713104492831907834977600867653614248062203136486580816268298430083931012149255327022456322013751530887182204680812495391296618859377721344,99675263669778540756751543173220663296,nfdisc,"11881,0,138192,0,-34182,0,-91256,0,19551,0,12912,0,-8676,0,96,0,3063,0,1216,0,234,0,24,0,1"
24T112,12,28314286317067839872264248863210010705083987214171578625347269240614204799470199336897347584,1557425994840289699324242862081572864,nfdisc,"1,0,-1530,0,18516,0,-42452,0,56133,0,-51678,0,34668,0,-17118,0,6138,0,-1538,0,252,0,-24,0,1"
24T112,12,1168796152595486000273517555427412343579882942101234719835253266796033945496161825594179321856,1557425994840289699324242862081572864,nfdisc,"9,0,-108,0,540,0,-1674,0,3546,0,-5130,0,5232,0,-3798,0,1881,0,-612,0,132,0,-18,0,1"
24T112,12,1120775473366641433876381325992936686744699260757911714379210668808489911870807329379852885983389774334562604848474070683752778806428595057065984,99675263669778540756751543173220663296,nfdisc,"11881,0,-98148,0,305886,0,-533828,0,612543,0,-490296,0,274740,0,-106392,0,28119,0,-4964,0,558,0,-36,0,1"
24T112,12,1040835414472984578217729689839581713104492831907834977600867653614248062203136486580816268298430083931012149255327022456322013751530887182204680812495391296618859377721344,99675263669778540756751543173220663296,nfdisc,"11881,0,-138192,0,-34182,0,91256,0,19551,0,-12912,0,-8676,0,-96,0,3063,0,-1216,0,234,0,-24,0,1"
24T112,24,1876167707612514626443877473613277823573572453999294904409328312410435598369127540619277424125965988671958962648511338036330496,410891447739251030594997468447174095416590336,nfdisc,"64,0,-2688,0,28160,0,-133312,0,337200,0,-486768,0,410336,0,-203160,0,59308,0,-10164,0,990,0,-50,0,1"
24T112,24,16433730603224153147376986693647717038245816142329480376143169985624350113692241386281802719976362576228893893493505625459905787282315592726553405947904,410891447739251030594997468447174095416590336,nfdisc,"169,4732,29428,9600,-258374,-214228,987472,616408,-2111542,-545152,2526386,-118848,-1600588,375672,545804,-200184,-98129,49360,7902,-6200,-22,372,-30,-8,1"
24T112,24,4736123198110055250710646307950193937834437938573760675063184311860852106319584597219844958681137769023041259697893211799059404975400901080470092934782453284864,1683011369939972221317109630759625094826354016256,nfdisc,"-743,-16424,115728,408840,-1377710,-1274128,4815124,1042704,-7645867,683656,6443048,-1646256,-3085706,1138056,846508,-400512,-124654,77640,7524,-8104,160,416,-36,-8,1"
24T112,24,136081707717081976489702965973158315898390239671206454682229123940587494028916208956377609591260564000320261221470184637906339745902876298441025459462414195340519946837934000822881878016,1683011369939972221317109630759625094826354016256,nfdisc,"2353,-48176,72916,766056,-1664894,-3076480,8561728,2760592,-15513295,1657160,13317068,-4004160,-6018406,2556840,1454828,-793248,-175070,131824,6732,-11672,488,504,-48,-8,1"
24T112,24,1264120261242116702587059203211497718536146645246126017771348844061731821814815392155572801349488958728315000575983859487356082009393195676639576881269242965938449198645573174710502729009274356843019615946747556915052544,727919264048395295011904310199744187650310192234496,nfdisc,"815653,8352844,-15145476,-221449060,226508292,646132420,-410647014,-724600264,343612855,421638912,-165959234,-143036412,49842789,29722636,-9522194,-3844108,1155920,307196,-87656,-14612,3979,376,-98,-4,1"
24T112,24,984000115937978749845115882087761943330300315500867177771203449604373436301674009464235260305935365676076128041543412022572235535813530625459515856357281216866578774058489555540028073767870896102303573880746940157343756713984,2981557305542227128368760054578152192615670547392495616,nfdisc,"-99359,-1654736,-4682232,13618832,36934176,-40304660,-105107448,57431984,147940144,-42273732,-113203124,15011892,48510774,-1598252,-11749028,-315688,1621841,94160,-126524,-8564,5380,316,-116,-4,1"
24T112,24,477716506338174903847426525568893969112833360115506513886700909920720878433656806291487392138270704468326129764380998604321123952778406687211216402792337593758948411257715063654880999042683852634869126413566694223707150447804416,2981557305542227128368760054578152192615670547392495616,nfdisc,"-31151,5840980,-83027096,-34457804,402832392,69453272,-689450340,-101287812,587355395,92966516,-281379292,-47480444,80553034,13636892,-14238268,-2260064,1576532,217908,-108948,-11960,4542,344,-104,-4,1"
24T112,24,18480825598429069639428376888796756589690425680517287195496066314841610996478445262181169708081960798398059468290076764808751827439251336865288090289297761317909624692727642255954160288194559723410710406437146095315021849217292478201481087942656,727919264048395295011904310199744187650310192234496,nfdisc,"-402947,2462212,5519236,-42259220,-18025896,201586964,-9638862,-391833672,97970543,341197880,-106325734,-153159740,49440697,38274164,-12093202,-5492684,1664444,451956,-130620,-20516,5655,464,-122,-4,1"
24T113,0,153567764229264845787849261127746185770810498750919426774880705570674609254990237865266514013361777557633202225046346494941235592195735552,329123002999201416128761938882499016916992,nfdisc,"8,0,0,0,1664,0,-4128,0,9256,0,-18688,0,19680,0,-15728,0,12010,0,-3968,0,592,0,-40,0,1"
24T113,0,153567764229264845787849261127746185770810498750919426774880705570674609254990237865266514013361777557633202225046346494941235592195735552,329123002999201416128761938882499016916992,nfdisc,"8,0,0,0,1664,0,4128,0,9256,0,18688,0,19680,0,15728,0,12010,0,3968,0,592,0,40,0,1"
24T113,24,1211240851280209921431014139598630567275949420501486806686218341542231100643984040324654297347597042080587428239444770150798369362345459712000000000000000000000000000,3669700888211211928365837166291107971072000000000,nfdisc,"-307,-5544,10282,213584,280614,-1364728,-2787466,2097580,6388855,-1042280,-6518590,-244460,3563264,454388,-1124192,-187720,211850,36912,-24196,-3796,1648,196,-62,-4,1"
24T113,24,8740772027174387196848614993176553911734445637545783590086211526467138616119804774074222536081392979050398358673275630408264468696099298527998157284545658461503542972291168046121308632300126925827681119814244902897335353791741952000000000000000,57339076378300186380716205723298562048000000000000000,nfdisc,"-8895559,80264380,875442498,776956288,-3036197366,-4750477516,948078034,4795075484,1175974795,-1967825444,-894448210,388138476,258754220,-35631364,-39696520,747832,3578226,125120,-196576,-10836,6528,344,-122,-4,1"
24T114,0,318858534523085448176871226173455867379219054339900184537382407605859943256441464041557439537728604784744665396582648208562579088649890203490439921664,495488423242911777908392325377910661860818944,nfdisc,"51,-360,3900,-19232,25470,62064,-161664,-69960,417525,2544,-560556,57576,436650,-50832,-203268,18640,57216,-3240,-9628,264,936,-8,-48,0,1"
24T114,0,127778639987366483019971137121645684375126880177420326342716249518363687102144055865632608989114509558672000695575141897390848434866088548506851537957085988860015089152351597900245855804476212108763070464,495488423242911777908392325377910661860818944,nfdisc,"1942371,3917592,7200108,7348704,5316894,780816,-904624,-599880,333573,397456,242628,4200,-20262,-6864,7932,3280,624,-648,36,72,72,-8,0,0,1"
24T114,24,23640022279581601938887118885219997506617619882510291778108011014687512548879710965817682895676483219438965437626876676149383988464479265136012343564295810842624000000000000,120968853330789008278416095062966470180864000000000000,nfdisc,"-2439,46872,-225108,-313248,2891070,991776,-9973024,-1523784,15526221,926656,-12897804,-73272,6152514,-112272,-1765284,41296,311142,-5832,-33516,360,2124,-8,-72,0,1"
